group,n_egfp_pos,n_egfp_neg,gene,score,logfoldchange,pval,pval_adj
Muller glia,205,1602,c6,0.7075398,1.6845428,0.4792310987920997,0.6597489021027199
Muller glia,205,1602,bco2b,0.70739764,0.5044008,0.4793194146094465,0.6597908529225429
Muller glia,205,1602,snx10b,0.70739764,0.36608145,0.4793194146094465,0.6597908529225429
Muller glia,205,1602,hif1al2,0.7072555,0.4591309,0.47940773930871927,0.6597929993273294
Muller glia,205,1602,zgc:173742,0.7072555,1.2176378,0.47940773930871927,0.6597929993273294
Muller glia,205,1602,wfs1a,0.7072555,0.66494006,0.47940773930871927,0.6597929993273294
Muller glia,205,1602,gnb1l,0.7071133,-0.1788296,0.4794960728890262,0.6598747608624814
Muller glia,205,1602,tmco3,0.7069711,0.89499986,0.4795844153494745,0.6599565247537436
Muller glia,205,1602,erfl1,0.70682895,-0.32288766,0.4796727666891716,0.6599984816936111
Muller glia,205,1602,zmp:0000001301,0.70682895,1.3895764,0.4796727666891716,0.6599984816936111
Muller glia,205,1602,stk38b,0.7066868,-0.26171666,0.47976112690722394,0.660040440726963
Muller glia,205,1602,sox8b,0.7066868,0.032997843,0.47976112690722394,0.660040440726963
Muller glia,205,1602,CABZ01092072.2,0.70469654,0.8319103,0.48099910168595217,0.6617037029947311
Muller glia,205,1602,dnai2b,0.70427006,0.7617073,0.48126460813469796,0.6620290343329032
Muller glia,205,1602,synpo2la,0.7027063,0.29187393,0.48223881398401947,0.6633291566727426
Muller glia,205,1602,si:rp71-7l19.2-2,0.7025641,1.0042361,0.4823274312837711,0.6633710550356706
Muller glia,205,1602,pgbd4,0.7025641,-0.6129747,0.4823274312837711,0.6633710550356706
Muller glia,205,1602,noxo1b,0.7019955,0.19755664,0.4826819889871774,0.6638186770415047
Muller glia,205,1602,zgc:110249,0.70185333,-0.38247916,0.4827706505345897,0.6638605696591678
Muller glia,205,1602,flncb,0.70185333,-0.12026528,0.4827706505345897,0.6638605696591678
Muller glia,205,1602,rarres3,0.7017111,0.8765282,0.4828593209288088,0.6639424801608652
Muller glia,205,1602,nrg2a,0.70156896,-0.6849888,0.48294800016892514,0.6639443610855543
Muller glia,205,1602,amh,0.70156896,0.18558455,0.48294800016892514,0.6639443610855543
Muller glia,205,1602,fxyd6,0.70156896,-0.09379989,0.48294800016892514,0.6639443610855543
Muller glia,205,1602,spire1b,0.7011425,0.05601522,0.4832140909555577,0.6642701450418281
Muller glia,205,1602,elfn1b,0.70100033,0.02841936,0.48330280557016037,0.6643520669722867
Muller glia,205,1602,fgf8b,0.70057386,-0.63053596,0.4835690024583794,0.6646378872805765
Muller glia,205,1602,si:ch211-278p9.1,0.70057386,-0.70319134,0.4835690024583794,0.6646378872805765
Muller glia,205,1602,si:dkey-13p1.3,0.7004317,-0.42215207,0.483657752432881,0.6647198208477206
Muller glia,205,1602,mss51,0.70028955,-0.8761812,0.4837465112450746,0.6648017566887884
Muller glia,205,1602,CABZ01117752.1,0.7001474,-0.04466609,0.48383527889404654,0.6648836948021133
Muller glia,205,1602,CABZ01111555.1,0.7000052,-0.83602613,0.48392405537888217,0.664965635186028
Muller glia,205,1602,MCMDC2,0.69502956,2.5178583,0.48703679180444437,0.669202573717689
Muller glia,205,1602,rag2,0.6948874,1.6150179,0.48712588576761384,0.6692846803189939
Muller glia,205,1602,si:dkey-238o14.3,0.694603,-0.35021612,0.4873041000981707,0.6694892162324341
Muller glia,205,1602,tmem30c,0.6940344,2.6868758,0.4876606343500607,0.6698983592116539
Muller glia,205,1602,znfl1,0.6940344,2.323714,0.4876606343500607,0.6698983592116539
Muller glia,205,1602,pde5ab,0.69389224,1.4572701,0.48774978990567,0.6699804887474741
Muller glia,205,1602,si:ch211-223a21.6,0.6936079,0.56397665,0.48792812740151537,0.6701447543895708
Muller glia,205,1602,ifit9,0.6936079,1.4329709,0.48792812740151537,0.6701447543895708
Muller glia,205,1602,MFAP4,0.69346577,2.1822922,0.48801730933988197,0.6701865445443491
Muller glia,205,1602,npy2rl,0.69346577,1.5555073,0.48801730933988197,0.6701865445443491
Muller glia,205,1602,pop1,0.69318146,1.51078,0.4881956995928258,0.6702701308865633
Muller glia,205,1602,si:dkey-273g18.1,0.69318146,0.41798022,0.4881956995928258,0.6702701308865633
Muller glia,205,1602,traf1,0.69318146,0.73332876,0.4881956995928258,0.6702701308865633
Muller glia,205,1602,zmp:0000001114,0.69318146,2.2004201,0.4881956995928258,0.6702701308865633
Muller glia,205,1602,tmem51b,0.6928971,1.2161953,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,si:ch211-215d8.2,0.6928971,0.83882564,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,slc2a15b,0.6928971,1.6978651,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,atp1a1a.4,0.6928971,0.6003015,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,CSDC2,0.6928971,0.24318285,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,CABZ01072254.1,0.6928971,0.50489545,0.4883741250078091,0.6702730666468024
Muller glia,205,1602,si:dkey-14o6.8,0.6927549,0.84624356,0.4884633508987233,0.6703551960568234
Muller glia,205,1602,LO017682.1,0.69261277,0.717074,0.4885525855773357,0.6703970005880157
Muller glia,205,1602,si:ch211-103f14.3,0.69261277,0.19868769,0.4885525855773357,0.6703970005880157
Muller glia,205,1602,gja5b,0.6924706,1.964943,0.48864182904270825,0.6704388071180191
Muller glia,205,1602,cpxm1b,0.6924706,0.24847513,0.48864182904270825,0.6704388071180191
Muller glia,205,1602,rab3da,0.69232845,0.9054219,0.4887310812939023,0.670480615644825
Muller glia,205,1602,igfals,0.69232845,0.845483,0.4887310812939023,0.670480615644825
Muller glia,205,1602,rbp1.1,0.6921863,-0.08564971,0.48882034232997906,0.670483617792481
Muller glia,205,1602,npsn,0.6921863,0.14839807,0.48882034232997906,0.670483617792481
Muller glia,205,1602,foxo1b,0.69204414,1.0990059,0.48890961214999873,0.670483617792481
Muller glia,205,1602,si:ch73-338o16.4,0.69204414,0.26738414,0.48890961214999873,0.670483617792481
Muller glia,205,1602,zgc:77938,0.69204414,0.09049887,0.48890961214999873,0.670483617792481
Muller glia,205,1602,sult1st5,0.69204414,0.7472224,0.48890961214999873,0.670483617792481
Muller glia,205,1602,EMP3,0.691902,-0.08816468,0.4889988907530217,0.6704851361190458
Muller glia,205,1602,znf1050,0.691902,0.40182796,0.4889988907530217,0.6704851361190458
Muller glia,205,1602,slc25a34,0.691902,0.29252973,0.4889988907530217,0.6704851361190458
Muller glia,205,1602,avpr1ab,0.6917598,-0.4224089,0.48908817813810734,0.6705269596072502
Muller glia,205,1602,cdh26.2,0.6917598,0.11802338,0.48908817813810734,0.6705269596072502
Muller glia,205,1602,tuft1b,0.69161767,-0.24054801,0.489177474304315,0.670609081263406
Muller glia,205,1602,si:dkey-7i4.15,0.6898406,1.8198379,0.4902944169046958,0.6720998998225468
Muller glia,205,1602,zgc:174931,0.689272,0.87064576,0.4906521279816688,0.672549840512276
Muller glia,205,1602,pmepa1,0.68870336,0.04393806,0.4910099792919984,0.6729999193456117
Muller glia,205,1602,CT027801.2,0.68785036,0.9866544,0.49154701906203935,0.6736955329445662
Muller glia,205,1602,loxl4,0.6868552,-0.81805134,0.49217396380177336,0.6745142758746759
Muller glia,205,1602,si:dkey-72l17.6,0.68671304,0.28322563,0.4922635623372267,0.6745560216001413
Muller glia,205,1602,lrp1ba-1,0.68671304,-0.078047,0.4922635623372267,0.6745560216001413
Muller glia,205,1602,zmp:0000000760,0.6864287,-0.20233622,0.4924427856494765,0.6747610828891529
Muller glia,205,1602,cfap45,0.6861444,-1.2724658,0.4926220439438004,0.6749661674768719
Muller glia,205,1602,znf710a,0.68600225,-0.3584753,0.4927116862068447,0.675009120734284
Muller glia,205,1602,FP325123.1,0.6858601,0.04079842,0.4928013372125323,0.675009120734284
Muller glia,205,1602,rpusd1,0.6858601,-0.07913159,0.4928013372125323,0.675009120734284
Muller glia,205,1602,si:ch73-299h12.9,0.6858601,-0.6615387,0.4928013372125323,0.675009120734284
Muller glia,205,1602,tspan2b,0.6858601,-0.8208004,0.4928013372125323,0.675009120734284
Muller glia,205,1602,esr2b,0.6855758,-0.37535286,0.49298066544799934,0.6751331444870458
Muller glia,205,1602,pcdhb,0.6855758,-0.10425609,0.49298066544799934,0.6751331444870458
Muller glia,205,1602,si:dkey-35m8.1,0.6855758,-0.5988776,0.49298066544799934,0.6751331444870458
Muller glia,205,1602,grm5b,0.68486494,-0.2866842,0.49342913896571206,0.6757067619439816
Muller glia,205,1602,tnni2a.1,0.6832301,22.285975,0.49446145658712914,0.6769985121307273
Muller glia,205,1602,srpx,0.6832301,21.39933,0.49446145658712914,0.6769985121307273
Muller glia,205,1602,ANPEP,0.6832301,22.098482,0.49446145658712914,0.6769985121307273
Muller glia,205,1602,si:dkey-28k24.2-2,0.6816663,0.02044106,0.49544997043012884,0.6783112389979313
Muller glia,205,1602,zgc:194246,0.68067116,0.30652303,0.49607957370578337,0.6791324600906167
Muller glia,205,1602,birc5b,0.6802447,2.9683003,0.49634953429597817,0.6794612616798169
Muller glia,205,1602,skor2,0.6795339,2.3254278,0.49679964266855436,0.6800366163565181
Muller glia,205,1602,slc43a1b,0.6792496,0.62324584,0.4969797469142141,0.6802423331345753
Muller glia,205,1602,pstpip1b,0.6789653,1.7914048,0.49715988594619254,0.6803664353983497
Muller glia,205,1602,lrrc39,0.6789653,1.0706407,0.49715988594619254,0.6803664353983497
Muller glia,205,1602,cntn3a.2,0.6789653,2.330556,0.49715988594619254,0.6803664353983497
Muller glia,205,1602,tnxba,0.67882305,1.8062941,0.4972499685045997,0.6804488951769799
Muller glia,205,1602,tmem169b,0.6786809,1.9724902,0.4973400597566435,0.6805313569594714
Muller glia,205,1602,hbegfb,0.67853874,0.91851157,0.4974301597013422,0.6806138207441204
Muller glia,205,1602,glsl,0.6783966,1.5982215,0.49752026833771335,0.6806554651627139
Muller glia,205,1602,ros1,0.6783966,0.7183599,0.49752026833771335,0.6806554651627139
Muller glia,205,1602,tmem54b,0.6782544,1.2005147,0.4976103856647742,0.6807379304491781
Muller glia,205,1602,CABZ01102039.1,0.67811227,0.6373693,0.4977005116815413,0.680738759697284
Muller glia,205,1602,il15ra,0.67811227,0.2413473,0.4977005116815413,0.680738759697284
Muller glia,205,1602,cacng6b,0.67811227,0.72671384,0.4977005116815413,0.680738759697284
Muller glia,205,1602,si:ch73-344o19.1,0.6779701,0.98111826,0.4977906463870312,0.6807396005291537
Muller glia,205,1602,si:dkey-190j3.4,0.6779701,1.277848,0.4977906463870312,0.6807396005291537
Muller glia,205,1602,si:dkey-222h21.10,0.6779701,1.4273463,0.4977906463870312,0.6807396005291537
Muller glia,205,1602,sfrp2,0.67782795,1.3566892,0.4978807897802596,0.6808220618148452
Muller glia,205,1602,nupr1b,0.6776858,1.095435,0.49797094186024193,0.6808637157121786
Muller glia,205,1602,b3gnt7l,0.6776858,-0.9066454,0.49797094186024193,0.6808637157121786
Muller glia,205,1602,stk33,0.67754364,0.20687747,0.4980611026259931,0.6809053714991778
Muller glia,205,1602,ccdc180,0.67754364,0.27511644,0.4980611026259931,0.6809053714991778
Muller glia,205,1602,slc7a10b,0.6774015,-0.17359887,0.49815127207652776,0.6809470291738168
Muller glia,205,1602,hoxc11b,0.6774015,1.3067721,0.49815127207652776,0.6809470291738168
Muller glia,205,1602,amfrb,0.6772593,0.4046279,0.49824145021085997,0.6810294909323157
Muller glia,205,1602,zgc:194312,0.6768328,-0.5456314,0.49851203670677513,0.6812768881202697
Muller glia,205,1602,dsela,0.6768328,0.6124912,0.49851203670677513,0.6812768881202697
Muller glia,205,1602,si:dkey-269p2.1,0.6768328,-0.09854845,0.49851203670677513,0.6812768881202697
Muller glia,205,1602,zer1,0.6745582,0.82520956,0.49995648337013576,0.6832099709550082
Muller glia,205,1602,slc35a2,0.67441607,1.3900595,0.5000468349726844,0.6832925095077478
Muller glia,205,1602,bmp16,0.67413175,0.86052966,0.5002275641657558,0.6834985278697524
Muller glia,205,1602,itpka,0.67327875,1.0907106,0.5007699595770108,0.6841986637018834
Muller glia,205,1602,baalcb,0.6728523,0.42175296,0.5010412741387675,0.6845283618952991
Muller glia,205,1602,si:ch211-117l17.4,0.67256796,0.007884841,0.5012221937749993,0.6847345294082915
Muller glia,205,1602,st6galnac4,0.67199934,0.008628477,0.501584136839573,0.6851879589054599
Muller glia,205,1602,etv1,0.6718571,-0.36908084,0.5016746442232273,0.6852705621618157
Muller glia,205,1602,tmem200a,0.67171496,-0.37452662,0.5017651602518798,0.6853531673348182
Muller glia,205,1602,abcc6a,0.67043555,-1.1296744,0.5025801933689116,0.6864253099039083
Muller glia,205,1602,nt5dc1,0.670009,0.53001666,0.502852026539768,0.686755464646296
Muller glia,205,1602,si:ch211-113a14.22,0.66929823,-0.967228,0.5033052544493527,0.6873332995961139
Muller glia,205,1602,grem1b,0.66880065,5.9355536,0.5036226423181558,0.6877255680117376
Muller glia,205,1602,hepacam2,0.6683742,4.801885,0.5038947731418515,0.6878093578917426
Muller glia,205,1602,si:ch211-250n8.1,0.6683742,4.058369,0.5038947731418515,0.6878093578917426
Muller glia,205,1602,si:dkey-183i3.6,0.668232,0.47960487,0.503985500658325,0.6878093578917426
Muller glia,205,1602,PSMD4,0.668232,0.9754122,0.503985500658325,0.6878093578917426
Muller glia,205,1602,st7-1,0.668232,4.016359,0.503985500658325,0.6878093578917426
Muller glia,205,1602,cx28.8,0.668232,2.3319018,0.503985500658325,0.6878093578917426
Muller glia,205,1602,prf1.7-1,0.668232,1.725588,0.503985500658325,0.6878093578917426
Muller glia,205,1602,b3gnt3.1,0.668232,2.683106,0.503985500658325,0.6878093578917426
Muller glia,205,1602,b3gnt3.3,0.668232,3.6999798,0.503985500658325,0.6878093578917426
Muller glia,205,1602,CR318595.1,0.668232,3.3706942,0.503985500658325,0.6878093578917426
Muller glia,205,1602,lmod1a,0.665602,1.7239766,0.5056655133427148,0.6900608575633997
Muller glia,205,1602,ltk,0.6653177,-0.5713146,0.5058473127591887,0.6902676603645994
Muller glia,205,1602,CABZ01083448.1,0.66517556,1.3743021,0.5059382253654849,0.6903504237850834
Muller glia,205,1602,CABZ01081535.1,0.6648912,1.2003047,0.5061200763690744,0.6905159561155251
Muller glia,205,1602,paqr7b,0.6648912,1.0935341,0.5061200763690744,0.6905159561155251
Muller glia,205,1602,tgm1l1,0.664749,0.8625545,0.5062110147643181,0.6905574286801643
Muller glia,205,1602,GNB4,0.664749,1.7370087,0.5062110147643181,0.6905574286801643
Muller glia,205,1602,irak3,0.66460687,1.929301,0.5063019617538269,0.6906401969319572
Muller glia,205,1602,si:ch211-266g18.6,0.6644647,1.3258953,0.5063929173365751,0.6907229670074312
Muller glia,205,1602,lacc1,0.66432256,1.1988683,0.5064838815115362,0.6908057389048593
Muller glia,205,1602,FO704721.1,0.6641804,1.1660719,0.5065748542776832,0.6908885126225137
Muller glia,205,1602,gpc5c,0.66403824,1.4684641,0.5066658356339888,0.6909712881586673
Muller glia,205,1602,mfsd1,0.6638961,1.2670927,0.5067568255794255,0.6910540655115925
Muller glia,205,1602,pyya,0.6634696,1.2062439,0.5070298469402357,0.6913024084537172
Muller glia,205,1602,si:dkey-92j16.2,0.6634696,2.0112114,0.5070298469402357,0.6913024084537172
Muller glia,205,1602,txlnba,0.6634696,0.5199105,0.5070298469402357,0.6913024084537172
Muller glia,205,1602,erbb4b,0.66332746,-0.1142344,0.5071208712319091,0.6913438768622889
Muller glia,205,1602,dcc,0.66332746,0.6332606,0.5071208712319091,0.6913438768622889
Muller glia,205,1602,mafga,0.6631853,1.486529,0.5072119041075677,0.6914266607950965
Muller glia,205,1602,si:ch73-236e11.2,0.6630431,1.8560714,0.5073029455661813,0.6915094465344941
Muller glia,205,1602,znf1021,0.66275877,0.47834513,0.5074850542281488,0.6915923860278829
Muller glia,205,1602,smtna,0.66275877,0.79251343,0.5074850542281488,0.6915923860278829
Muller glia,205,1602,her2,0.66275877,1.3937016,0.5074850542281488,0.6915923860278829
Muller glia,205,1602,BX294661.2,0.66275877,0.35024,0.5074850542281488,0.6915923860278829
Muller glia,205,1602,zgc:165508,0.66247445,-0.6894093,0.5076671972095597,0.6917992814014506
Muller glia,205,1602,gpr182,0.6623323,0.40606374,0.5077582815674753,0.6918407500088881
Muller glia,205,1602,scxa,0.6623323,0.39323178,0.5077582815674753,0.6918407500088881
Muller glia,205,1602,si:dkey-220o21.3,0.662048,-1.4300257,0.5079404760125619,0.6919650113026737
Muller glia,205,1602,si:dkey-10c21.1,0.662048,-0.35805807,0.5079404760125619,0.6919650113026737
Muller glia,205,1602,eya4,0.662048,-0.059929952,0.5079404760125619,0.6919650113026737
Muller glia,205,1602,slc22a4,0.6619058,-0.25691995,0.5080315860976652,0.6920478040034654
Muller glia,205,1602,si:ch211-174j14.2,0.6616215,-0.2510638,0.5082138319878198,0.6922133947780842
Muller glia,205,1602,megf6a,0.6616215,0.19017577,0.5082138319878198,0.6922133947780842
Muller glia,205,1602,ENSDARG00000105459,0.66147935,-0.38333118,0.5083049677908007,0.6922961928484499
Muller glia,205,1602,zgc:171759,0.65984446,0.8170947,0.5093536452727812,0.6936830463618862
Muller glia,205,1602,cavin4b,0.65870714,0.6828146,0.5100838277090092,0.6946360053441755
Muller glia,205,1602,grin3a,0.65543747,-0.2745776,0.5121861485165284,0.6974573274104676
Muller glia,205,1602,si:cabz01071909.2,0.6552953,-0.52369523,0.5122776561751275,0.6975402990523567
Muller glia,205,1602,FO704810.1,0.6549399,6.406796,0.5125064626164963,0.6978102018305061
Muller glia,205,1602,CABZ01023255.1,0.6547266,-1.6909788,0.5126437720496639,0.6979555008217345
Muller glia,205,1602,mkrn2os.1,0.6545134,6.245705,0.5127811006547327,0.6981008085717263
Muller glia,205,1602,glra2,0.65437126,5.0732074,0.5128726637074058,0.6981421371893937
Muller glia,205,1602,uox,0.65437126,5.3232293,0.5128726637074058,0.6981421371893937
Muller glia,205,1602,hnf1a,0.65422904,5.007561,0.5129642352782802,0.6982251252627331
Muller glia,205,1602,pimr128-1,0.65394473,3.2353945,0.5131474039703978,0.6982647016816815
Muller glia,205,1602,ccl38.1,0.65394473,1.9839429,0.5131474039703978,0.6982647016816815
Muller glia,205,1602,si:ch211-281g13.4,0.6538026,3.129593,0.5132390010895231,0.6982647016816815
Muller glia,205,1602,pih1d2,0.6538026,4.3713713,0.5132390010895231,0.6982647016816815
Muller glia,205,1602,wnt7bb,0.6538026,2.2479863,0.5132390010895231,0.6982647016816815
Muller glia,205,1602,pkd1b,0.6537315,-0.9623445,0.5132848028418888,0.6982647016816815
Muller glia,205,1602,CRACR2A,0.65351826,2.4296997,0.5134222208686082,0.6982647016816815
Muller glia,205,1602,st6galnac6,0.65351826,4.6241355,0.5134222208686082,0.6982647016816815
Muller glia,205,1602,galnt6,0.65351826,4.616051,0.5134222208686082,0.6982647016816815
Muller glia,205,1602,rapgef3,0.65351826,3.5402288,0.5134222208686082,0.6982647016816815
Muller glia,205,1602,si:ch1073-90m23.1,0.6533761,1.8735188,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,si:ch73-103b9.2,0.6533761,3.2548492,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,pcolceb,0.6533761,2.717256,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,st3gal7,0.6533761,2.1645885,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,tgm1l2,0.6533761,1.9077094,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,mxd,0.6533761,1.6077132,0.5135138435264472,0.6982647016816815
Muller glia,205,1602,si:dkey-247i3.6,0.65323395,0.78525615,0.5136054746950693,0.6982647016816815
Muller glia,205,1602,hspa12b,0.65323395,0.95067656,0.5136054746950693,0.6982647016816815
Muller glia,205,1602,FO904980.1,0.65323395,1.4873102,0.5136054746950693,0.6982647016816815
Muller glia,205,1602,gpr183a,0.65323395,0.46938413,0.5136054746950693,0.6982647016816815
Muller glia,205,1602,cnr1,0.6502485,2.2403,0.5155316933432361,0.7007999356595904
Muller glia,205,1602,atp10b,0.6502485,1.9337797,0.5155316933432361,0.7007999356595904
Muller glia,205,1602,GNG12,0.6493956,1.3962189,0.5160827294347338,0.7014654019658354
Muller glia,205,1602,AL935174.3,0.6493956,0.6643948,0.5160827294347338,0.7014654019658354
Muller glia,205,1602,si:ch211-235m3.10,0.6492534,1.5710472,0.5161745984727067,0.7015484727410103
Muller glia,205,1602,rasl12,0.6491113,0.72467524,0.5162664759905002,0.7016315451430527
Muller glia,205,1602,six1b,0.64896905,0.9920248,0.5163583619870402,0.7017146191702119
Muller glia,205,1602,si:ch211-281g13.5,0.64868474,0.5767102,0.51654215941206,0.7019225805734647
Muller glia,205,1602,FP236551.1,0.64825827,0.16186567,0.5168179191133047,0.7022554761291214
Muller glia,205,1602,si:dkey-156m2.3,0.6481161,0.6386772,0.5169098559597379,0.7023374514349658
Muller glia,205,1602,znf1164,0.64797395,0.80639434,0.5170018012773852,0.7023374514349658
Muller glia,205,1602,itih6,0.6478318,0.51794297,0.5170937550651684,0.7023374514349658
Muller glia,205,1602,gfra4b,0.6478318,0.59633505,0.5170937550651684,0.7023374514349658
Muller glia,205,1602,sobpb,0.6478318,1.0253178,0.5170937550651684,0.7023374514349658
Muller glia,205,1602,noxo1a,0.6478318,0.26606968,0.5170937550651684,0.7023374514349658
Muller glia,205,1602,pip5kl1,0.6478318,0.13672157,0.5170937550651684,0.7023374514349658
Muller glia,205,1602,LO018605.1,0.64768964,-0.38910878,0.5171857173220096,0.7023787218280155
Muller glia,205,1602,cubn,0.64768964,0.6820565,0.5171857173220096,0.7023787218280155
Muller glia,205,1602,myhb,0.6475475,-0.3722264,0.5172776880468297,0.7024199938935908
Muller glia,205,1602,ccn5,0.6475475,0.55113894,0.5172776880468297,0.7024199938935908
Muller glia,205,1602,cst14b.1,0.6474053,-0.9324634,0.5173696672385497,0.7025030783115906
Muller glia,205,1602,si:ch211-93g21.1,0.6472631,0.309173,0.5174616548960902,0.702544351195888
Muller glia,205,1602,st6galnac5b,0.6472631,-0.21267506,0.5174616548960902,0.702544351195888
Muller glia,205,1602,exorh,0.64712095,-0.24721798,0.5175536510183709,0.7026274363652759
Muller glia,205,1602,cox6a2,0.6469788,0.6346104,0.5176456556043114,0.7026687100619514
Muller glia,205,1602,ENSDARG00000079873,0.6469788,-0.20709677,0.5176456556043114,0.7026687100619514
Muller glia,205,1602,mov10b.2,0.6466945,-0.3270547,0.5178296901628479,0.702876701474686
Muller glia,205,1602,CABZ01099795.1,0.6451307,1.1576962,0.5188424849221562,0.7042095197839809
Muller glia,205,1602,si:dkey-56f14.4,0.6448464,0.52487767,0.5190267392965151,0.7044176931150812
Muller glia,205,1602,npffr1l2,0.6441356,-0.19741115,0.519487523023825,0.7050011221143675
Muller glia,205,1602,si:dkey-283b1.6,0.64399344,0.5265443,0.5195797050962477,0.705084278886485
Muller glia,205,1602,csmd1a,0.64314044,0.11538461,0.5201329747279233,0.7057930973392883
Muller glia,205,1602,plxnb2b,0.64292717,-0.4108438,0.5202713395819613,0.7059388609934742
Muller glia,205,1602,prr16,0.64214534,-0.3020809,0.5207788396600613,0.7065854448177101
Muller glia,205,1602,si:ch211-277c7.7,0.6420031,1.0328442,0.5208711397899607,0.7066686477566682
Muller glia,205,1602,si:dkey-262g12.7,0.64086586,-0.43667465,0.5216098440178338,0.7075866903477935
Muller glia,205,1602,snx18b,0.64086586,-0.4107086,0.5216098440178338,0.7075866903477935
Muller glia,205,1602,si:ch211-218d20.15,0.6402972,-0.7723652,0.5219793981432943,0.708003805805516
Muller glia,205,1602,kcnq5a,0.6402972,-0.2513382,0.5219793981432943,0.708003805805516
Muller glia,205,1602,uts2a,0.6396575,3.5146086,0.5223953073966001,0.7081382524767516
Muller glia,205,1602,gsg1l2b,0.6396575,1.5381285,0.5223953073966001,0.7081382524767516
Muller glia,205,1602,si:dkey-1m11.6,0.6393731,1.1200564,0.5225802106006479,0.7081382524767516
Muller glia,205,1602,rin1a,0.63923097,3.1158814,0.5226726748093833,0.7081382524767516
Muller glia,205,1602,si:dkey-16p6.1-14,0.63923097,3.448717,0.5226726748093833,0.7081382524767516
Muller glia,205,1602,timd4,0.63923097,4.3921833,0.5226726748093833,0.7081382524767516
Muller glia,205,1602,dicp3.1,0.6390888,4.036377,0.5227651474211203,0.7081382524767516
Muller glia,205,1602,CABZ01084081.1,0.6390888,1.0743405,0.5227651474211203,0.7081382524767516
Muller glia,205,1602,CABZ01066611.1,0.6390888,3.304492,0.5227651474211203,0.7081382524767516
Muller glia,205,1602,kif16bb,0.63894665,2.5424426,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,si:ch211-114l13.13,0.63894665,2.862435,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,LO018568.1,0.63894665,2.059782,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,cldn10b,0.63894665,2.6523516,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,igsf5a,0.63894665,3.2025666,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,drc1,0.63894665,2.4343834,0.5228576284347533,0.7081382524767516
Muller glia,205,1602,pimr173,0.63866234,3.5991087,0.5230426156632833,0.7081382524767516
Muller glia,205,1602,si:ch211-222n4.2,0.63866234,1.2184011,0.5230426156632833,0.7081382524767516
Muller glia,205,1602,FO704822.1,0.63866234,1.4539398,0.5230426156632833,0.7081382524767516
Muller glia,205,1602,ccl36.1,0.63866234,1.2562627,0.5230426156632833,0.7081382524767516
Muller glia,205,1602,si:ch211-162i8.7,0.6385202,1.7283686,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,otomp,0.6385202,1.7471648,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,si:ch73-208g10.1,0.6385202,1.5506678,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,p2rx3a,0.6385202,0.7131091,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,si:ch73-54f23.4,0.6385202,0.8439568,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,hist1h4l-2,0.6385202,1.9517889,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,si:dkey-3p4.1,0.6385202,0.8335124,0.5231351218759674,0.7081382524767516
Muller glia,205,1602,znf985-1,0.638378,2.2821643,0.5232276364861217,0.7081382524767516
Muller glia,205,1602,nox1,0.638378,2.2421594,0.5232276364861217,0.7081382524767516
Muller glia,205,1602,NCKAP1L,0.638378,1.2405345,0.5232276364861217,0.7081382524767516
Muller glia,205,1602,oprd1a,0.638378,1.978013,0.5232276364861217,0.7081382524767516
Muller glia,205,1602,il21r.1,0.63823587,1.38643,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,cd44a,0.63823587,1.6942539,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,f11r.2,0.63823587,0.8401988,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,arhgap45b,0.63823587,1.9951719,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,slc22a7a,0.63823587,-0.13713165,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,vstm4b,0.63823587,0.57668126,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,gata1b,0.63823587,1.6793051,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,tbx21,0.63823587,2.2653387,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,si:ch73-340m8.2,0.63823587,0.050290562,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,si:dkeyp-73b11.8,0.63823587,0.4986785,0.5233201594926382,0.7081382524767516
Muller glia,205,1602,foxj2,0.6358902,-0.3010772,0.5248480003369791,0.7101635487359137
